,Title,Distributor,Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Estimated,Rated,Genre,Language,Awards,DVD,BoxOffice,Director,Writer,Actors,Runtime,Plot,IMDB_ID,IMDB_Rating,IMDB_Votes,IMDB_Metascore
594,Planetarium,-,"$1,142",1,$625,54.7%,1,Aug 11,Aug 31,False,Not Rated,"Drama, Fantasy, Mystery, Romance, Thriller","English, French",1 win & 2 nominations.,N/A,N/A,Rebecca Zlotowski,"Rebecca Zlotowski (screenplay), Robin Campillo (screenplay)","Natalie Portman, Lily-Rose Depp, Emmanuel Salinger, Amira Casar",105 min,Follows the journey of sisters who are believed to possess the supernatural ability to connect with ghosts. They cross paths with a visionary French producer while performing in Paris.,tt4680196,4.6,"2,545",44
595,Singularity,Vertical Entertainment,"$4,176",75,$533,12.8%,10,Nov 3,-,False,PG-13,"Action, Adventure, Drama, Sci-Fi",English,N/A,N/A,N/A,Robert Kouba,"Robert Kouba, Robert Kouba (story), Sebastian Cepeda (story)","Julian Schaffner, John Cusack, Carmen Argenziano, Eileen Grubba",92 min,"Earth 2019, 3/4 of it's households have a robot. The AI supercomputer, Kronos, considers humans the biggest threat to Earth. A century later, few humans are left. Calia seeks the last human stronghold as does Kronos.",tt7312940,3.9,"12,471",N/A
596,"Love, Sweat and Tears",Kino Lorber,$512,2,$512,100%,1,Apr 7,May 4,False,N/A,Documentary,English,N/A,N/A,N/A,Scott Jacobs,N/A,"Joan Rivers, Michael Beckwith, Shannon Brunson-Killian, Janet L. Burns",N/A,"Dr. Pamela Dee is on a mission to ""Save The Menopausal Vaginas of America!"" Her goal is to de-stigmatize Menopause and start the ""Menopause Romance Revolution.""",tt4138020,8.2,13,N/A
597,Santoalla,Oscilloscope,"$2,684",1,$489,18.2%,1,Jul 19,Aug 3,False,N/A,"Documentary, Mystery","English, Gallegan",4 wins & 3 nominations.,05 Dec 2017,N/A,"Andrew Becker, Daniel Mehrer",N/A,"Carlos Rodríguez, Jovita Rodríguez, Julio Rodríguez, Manolo Rodríguez",83 min,"A Dutch couple, Martin and Margo Verfondern, move to a remote Spanish village of Santoalla to start a new life. There is conflict with the Spanish residents, resulting in the disappearance of Martin.",tt5816712,6.6,199,68
598,Speed Sisters,First Run,$738,2,$370,50.1%,1,Jan 27,Feb 16,False,N/A,"Documentary, Adventure, Drama",Arabic,3 wins & 4 nominations.,10 Feb 2017,"$2,753",Amber Fares,N/A,N/A,78 min,The Speed Sisters are the first all-women race car driving team in the Middle East. They're bold. They're fearless. And they're tearing up tracks all over Palestine.,tt4154728,7.1,158,65
599,2:22,Magnolia Pictures,$422,3,$294,69.7%,3,Jun 30,Jul 6,False,PG-13,Thriller,English,1 win & 1 nomination.,30 Jun 2017,N/A,Paul Currie,"Todd Stein (story by), Todd Stein (screenplay by), Nathan Parker (screenplay by)","Michiel Huisman, Teresa Palmer, Sam Reid, John Waters",98 min,"A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.",tt1131724,5.8,"17,114",N/A
600,Red Christmas,Artsploitation Films,"$1,650",3,$280,17%,1,Aug 25,Oct 19,False,Not Rated,"Horror, Thriller",English,2 nominations.,17 Oct 2017,"$1,927",Craig Anderson,Craig Anderson,"Dee Wallace, Geoff Morrell, David Collins, Janis McGavin",82 min,A mother must protect her family on Christmas Day from a demented stranger who is hell-bent on tearing them apart.,tt5120400,4.3,"1,549",52
601,The Ghoul,Arrow Films,"$2,032",4,$249,12.3%,1,Aug 4,Aug 31,False,Not Rated,"Action, Drama, Horror, Mystery, Romance",English,1 win.,26 Aug 2003,N/A,T. Hayes Hunter,"Rupert Downing (adaptation), Leonard Hines (play), Frank King (play), Roland Pertwee, John Hastings Turner","Boris Karloff, Cedric Hardwicke, Ernest Thesiger, Dorothy Hyson",77 min,An Egyptologist returns from the dead to take revenge on those who have violated his tomb.,tt0024055,5.9,"2,056",N/A
602,Bad Lucky Goat,Film Movement,"$4,987",4,$170,3.4%,3,Oct 13,Jan 18,False,N/A,"Comedy, Drama",Creole,1 win & 1 nomination.,N/A,"$3,350",Samir Oliveros,N/A,"Jean Bush, Kiara Howard, Ambrosio Huffington, Honlenny Huffington",76 min,"After accidentally killing a bearded goat with their father's truck, two incompatible siblings in their teenage years, embark on a journey of reconciliation.",tt6094944,7.0,179,N/A
603,The Levelling,Monterey Media,"$2,397",4,$160,6.7%,1,Mar 24,May 7,False,R,Drama,English,1 win & 6 nominations.,N/A,N/A,Hope Dickson Leach,Hope Dickson Leach,"Ellie Kendrick, David Troughton, Jack Holden, Joe Blakemore",83 min,"Somerset, October 2014. When Clover Catto (Ellie Kendrick) receives a call telling her that her younger brother Harry (Joe Blakemore) is dead, she must return to her family farm and face ...",tt5158522,6.4,"2,185",81
604,Detour,Magnolia Pictures,"$1,788",5,$145,8.1%,5,Jan 20,Jan 26,False,Not Rated,"Crime, Drama, Film-Noir",English,1 win.,26 Sep 2000,N/A,Edgar G. Ulmer,"Martin Goldsmith (screenplay), Martin Goldsmith (original story)","Tom Neal, Ann Savage, Claudia Drake, Edmund MacDonald",68 min,Chance events trap hitch-hiker Al Roberts in a tightening net of film noir trouble.,tt0037638,7.4,"13,153",N/A
605,They Call Us Monsters,Matson Films,$103,8,-,-,-,Jan 9,Feb 16,False,Not Rated,Documentary,English,N/A,N/A,N/A,Ben Lear,N/A,"Allegra Acosta, Joel Anderson, Richard Bloom, Scott Budnick",82 min,Legislators debate legislation that allows for adult charges for juvenile offenders.,tt5730882,7.1,477,65
606,Rumble: The Indians Who Rocked the World,Kino Lorber,"$226,006",22,-,-,-,May 18,Dec 7,False,N/A,"Documentary, Music",English,8 wins & 5 nominations.,24 Oct 2017,"$222,370","Catherine Bainbridge, Alfonso Maiorana(co-director)","Catherine Bainbridge, Alfonso Maiorana","Apl.de.Ap, Dan Auerbach, Lisa Michelle Axelrod, Scott Barretta",103 min,RUMBLE: The Indians Who Rocked the World is a feature documentary about the role of Native Americans in popular music history.,tt6333080,7.8,474,73
607,Black Butler: Book of the Atlantic,FUNimation Entertainment,"$248,286",187,-,-,-,Jun 12,Jun 15,False,TV-MA,Animation,Japanese,N/A,N/A,N/A,"Noriyuki Abe, Stephen Hoff(co-director)","Yana Toboso (manga), Hiroyuki Yoshino (screenplay)","Bryn Apprill, Dawn Michelle Bennett, Justin Briner, Jessica Cavanagh",101 min,"A young lord and his demon butler board a luxury cruise ship to investigate claims of the dead being returned to life, and are faced with various complications.",tt5476944,7.7,584,N/A
608,The Fortress,CJ Entertainment,"$252,895",27,-,-,-,Oct 6,Nov 5,False,Not Rated,"Action, Drama, History, War",Korean,6 wins.,N/A,N/A,Dong-hyuk Hwang,"Kim Hoon (novel), Dong-hyuk Hwang","Byung-Hun Lee, Yoon-seok Kim, Hae-il Park, Soo Go",140 min,"In 1636, King Injo hides in the mountains to avoid being part of the Qing dynasty.",tt7160176,6.8,"1,196",N/A
609,Boston,Fathom Events,"$364,369",481,-,-,-,Apr 19,May 9,False,Not Rated,Documentary,English,1 nomination.,05 Dec 2017,N/A,Jon Dunham,N/A,"Matt Damon, Robert de Castella, Manzie Jones, Rosa Mota",114 min,"The history of the Boston Marathon from its humble origins starting with only 15 runners, to the first female runners, through the tragedy in 2013, and ultimately the triumph of 2014.",tt6654082,7.4,86,N/A
610,I'll Push You,Fathom Events,"$378,899",557,-,-,-,Nov 2,Nov 2,False,N/A,"Documentary, Adventure, Drama",English,2 wins.,N/A,N/A,"Chris Karcher, Terry Parish","Chris Karcher (story), Terry Parish (story)","Patrick Gray, Justin Skeesuck, Ted Hardy, Michael Turner",100 min,It all started with three little words. I'll Push You is an up-close and personal look into the dynamics of a life-long friendship between of two best friends - Justin Skeesuck and Patrick ...,tt6093162,8.5,44,N/A
611,Samurai Cop,Fathom Events,"$384,756",705,-,-,-,Apr 13,Apr 20,False,Unrated,"Action, Crime, Thriller",English,N/A,11 May 2004,N/A,Amir Shervan,Amir Shervan,"Robert Z'Dar, Mathew Karedas, Janis Farley, Mark Frazer",96 min,"Joe Marshall and Frank Washington are two tenacious police detectives who seek at all costs to stop the Katana, a renegade Yakuza gang composed of violent and sadistic killers who want to lead the drug trade in Los Angeles.",tt0130236,4.6,"5,941",N/A
612,Facing Darkness,Fathom Events,"$555,533",656,-,-,-,Apr 10,Apr 10,False,UNRATED,"Documentary, Drama",English,N/A,N/A,N/A,Arthur Rasco,N/A,"Franklin Graham, Kent Brantly, Amber Brantly, Writebol Nancy",93 min,"A Christian relief organization is met with the challenge of fighting the Ebola epidemic in west Africa, through this enormous challenge their faith grew.",tt5835100,7.1,62,N/A
613,Film Stars Don't Die in Liverpool,Sony Pictures Classics,"$564,877",107,"$36,048",-,4,Dec 29,May 3,True,R,"Biography, Drama, Romance",English,Nominated for 3 BAFTA Film Awards. Another 2 wins & 12 nominations.,24 Apr 2018,N/A,Paul McGuigan,"Peter Turner (based on the book ""Films Stars Don't Die in Liverpool"" by), Matt Greenhalgh (screenplay by)","Annette Bening, Jamie Bell, Kenneth Cranham, Julie Walters",105 min,A romance sparks between a young actor and a Hollywood leading lady.,tt5711148,6.7,"7,215",65
614,Slack Bay,Kino Lorber,"$112,621",7,-,-,-,Mar 10,Oct 5,False,Unrated,Comedy,"French, English",5 wins & 14 nominations.,N/A,"$112,375",Bruno Dumont,"Bruno Dumont (dialogue), Bruno Dumont (screenplay)","Fabrice Luchini, Juliette Binoche, Valeria Bruni Tedeschi, Jean-Luc Vincent",122 min,Summer 1910. Several tourists have vanished while relaxing on the beautiful beaches of the Channel Coast. Infamous inspectors Machin and Malfoy soon gather that the epicenter of these ...,tt4726636,6.0,"3,647",66
615,Neither Wolf Nor Dog,-,"$589,289",1,-,-,-,Jan 20,-,False,N/A,Drama,"English, Sioux",N/A,N/A,N/A,Steven Lewis Simpson,"Kent Nerburn (novel), Kent Nerburn (screenplay), Kent Nerburn, Steven Lewis Simpson","Dave Bald Eagle, Christopher Sweeney, Richard Ray Whitman, Roseanne Supernault",110 min,A Lakota elder summons a white writer to visit him and help him write a book about his people.,tt3951908,7.7,323,57
616,Jonah: The Musical,Fathom Events,"$631,154",622,-,-,-,May 2,May 2,False,Not Rated,Musical,English,N/A,17 Oct 2017,N/A,Wally Calederon,Jeff Bender,"Steve Atherholt, Mark Bradley, Tricia Bridgeman, Rodney Coe",116 min,"In this filmed stage play, the prophet Jonah receives a long-awaited fresh word from God, but is dismayed to realize that God wants to show mercy to the Ninevites, whom Jonah hates.",tt9496128,N/A,N/A,N/A
617,Chris Brown: Welcome to My Life,Fathom Events,"$693,984",413,-,-,-,Jun 8,Jun 18,False,Unrated,Documentary,English,N/A,N/A,N/A,Andrew Sandler,N/A,"Mary J. Blige, Chris Brown, DJ Khaled, Jamie Foxx",80 min,A compelling and never-before-scene look at Chris Brown's controversial life and career.,tt5588850,5.7,913,N/A
618,Revive Us 2,Fathom Events,"$718,607",731,-,-,-,Oct 24,Nov 2,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Kirk Cameron, Ben Carson, Stephen Kendrick",90 min,"Kirk Cameron hosts a ""family meeting"" to discuss unity in a time when political, racial, economic, and religious tensions are increasing every day.",tt7751038,4.7,11,N/A
619,Bombshell: The Hedy Lamarr Story,Zeitgeist Films,"$817,388",36,"$8,000",-,1,Nov 24,Jun 7,True,N/A,"Documentary, Biography, History, War","English, German",8 wins & 5 nominations.,24 Apr 2018,N/A,Alexandra Dean,Alexandra Dean,"Hedy Lamarr, Mel Brooks, Jennifer Hom, Anthony Loder",88 min,"The life and career of the hailed Hollywood movie star and underappreciated genius inventor, Hedy Lamarr.",tt6752848,7.4,"2,623",70
620,Keep Watching,Screen Gems,"$94,178",805,-,-,-,Oct 31,Oct 31,False,R,"Horror, Thriller",English,N/A,06 Feb 2018,N/A,Sean Carter,Joseph Dembner (screenplay),"Bella Thorne, Chandler Riggs, Ioan Gruffudd, Natalie Martinez",89 min,"A family become imprisoned in their home by intruders, who force them to play a life-and-death game, where the mysterious rules become clear as the night unfolds.",tt2531334,4.3,"3,544",N/A
621,Steve McQueen: American Icon,Fathom Events,"$1,229,782",787,-,-,-,Sep 28,Sep 28,False,NOT RATED,"Documentary, Biography",English,N/A,20 Feb 2018,N/A,"Jon Erwin(co-director), Ben Smallbone(co-director)","Parker Adams, Greg Laurie","Stan Barrett, Mel Gibson, Barbara Leigh, Barbara Minty",120 min,"Steve McQueen truly is an American Icon. One of America's most endearing and intriguing movie stars, he ""is still the King of Cool"" according to Esquire Magazine-50 years after the zenith ...",tt7424358,7.4,84,N/A
622,Chonda Pierce: Enough,Fathom Events,"$1,260,116",798,-,-,-,Apr 25,May 9,False,N/A,Documentary,English,N/A,N/A,N/A,Rick Altizer,"Rick Altizer, Chonda Pierce",Chonda Pierce,90 min,"Stand-up comedian Chonda Pierce, known as the ""Queen of Clean"", continues to share her emotional journey and story in this sequel to her 2015 award winning documentary ""Chonda Pierce: Laughing In The Dark"".",tt6247064,7.8,9,N/A
623,The Tiger Hunter,Shout! Factory,"$62,398",42,-,-,42,Sep 22,Oct 12,False,Not Rated,Comedy,English,N/A,09 Jan 2018,"$39,553",Lena Khan,"Sameer Gardezi, Lena Khan, Meera Simhan","Danny Pudi, Rizwan Manji, Jon Heder, Karen David",94 min,"A young Indian man relocates to 1970s Chicago to become an engineer, but when his job falls through, resorts to an elaborate charade with misfit friends in order to woo his childhood sweetheart.",tt3853830,5.7,616,66
624,Just One Drop,GathrFilms,"$59,478",6,-,-,-,Sep 22,-,False,N/A,Documentary,English,N/A,N/A,N/A,Laurel Chiten,N/A,N/A,66 min,A film about the most controversial form of medicine ever invented. Homeopathy,tt6874242,N/A,N/A,N/A
625,The Force,Kino Lorber,"$59,206",5,-,-,-,Jul 14,Nov 16,False,N/A,Documentary,English,2 wins & 6 nominations.,N/A,"$54,487",Peter Nicks,"Linda Davis (story), Linda Davis, Lawrence Lerew (story), Lawrence Lerew, Peter Nicks (story), Peter Nicks","Cat Brooks, Jonathan Cairo, Ben McBride, Johnna Watson",92 min,THE FORCE goes inside an embattled urban police department struggling to rebuild trust in one of America's most violent yet promising cities.,tt6159518,6.8,530,80
626,The Divine Order,Zeitgeist Films,"$53,117",9,-,-,-,Oct 27,Apr 12,False,N/A,"Comedy, Drama","Swiss German, German, English, Italian",12 wins & 10 nominations.,N/A,N/A,Petra Biondina Volpe,Petra Biondina Volpe,"Marie Leuenberger, Maximilian Simonischek, Rachel Braunschweig, Sibylle Brunner",96 min,"In 1971, a young housewife organizes the women of her town to petition for the right to vote.",tt5818818,7.0,"1,861",67
627,Mully,Fathom Events,"$1,489,771",738,-,-,-,Oct 3,Oct 5,False,TV-PG,"Documentary, Adventure, Biography, Drama, Family",English,8 wins & 1 nomination.,N/A,N/A,Scott Haze,"Scott Haze (story), Scott Haze","Charles Mully, Esther Mully, Isaac Mulli, Ndondo Mulli",81 min,"A homeless orphan in Kenya becomes a lucrative businessman, only to give it all up and open an orphanage that today serves over 2000 Kenyan children.",tt3379352,7.7,175,N/A
628,I Can Speak,CJ Entertainment,"$51,863",2,-,-,-,Sep 22,Oct 19,False,N/A,"Comedy, Drama","Korean, English",8 wins & 2 nominations.,N/A,N/A,Hyun-seok Kim,Seung-hee Yoo,"Moon-hee Na, Je-hoon Lee, Cheol-min Park, Hye-ran Yeom",119 min,"The film tells the story of an elderly woman (played by Na Moon Hee) who constantly files complaints with the local office about the wrongs that she sees around her each day. Along the way,...",tt7342204,7.4,"1,125",N/A
629,Genesis: Paradise Lost,Fathom Events,"$1,575,000",419,-,-,-,Nov 13,Dec 11,False,PG,Documentary,English,N/A,N/A,N/A,Ralph Strean,N/A,"Andrew J. Fabich, Danny Faulkner, Ray Comfort, Ken Ham",130 min,"If there is one part of the Bible that has undergone more scrutiny and abuse than any other, it is the very beginning-GENESIS. Both from within and without the church, assaults on GENESIS ...",tt7522002,5.8,421,N/A
630,Slamma Jamma,-,"$1,687,000",502,"$1,687,000",-,502,Mar 24,Mar 26,True,PG,"Drama, Sport",English,N/A,N/A,"$1,687,000",Timothy A. Chey,Timothy A. Chey,"Chris Staples, Michael Irvin, Jose Canseco, Ryan Gunnarson",104 min,"Wrongfully accused and sent to prison, a former basketball star prepares for the national slam dunk competition while finding redemption in himself and in those he loves.",tt5319866,6.0,"1,199",N/A
631,Keep Quiet,Kino Lorber,"$49,899",3,"$6,500",-,1,Feb 17,May 4,True,N/A,Documentary,"English, Hungarian, German",3 nominations.,N/A,"$50,451","Sam Blair, Joe Martin",N/A,Csanad Szegedi,90 min,An anti-Semitic far-right politician's astonishing transformation after finding out he is Jewish.,tt4789160,6.8,298,76
632,Pokémon the Movie: I Choose You!,Fathom Events,"$2,389,641",789,-,-,-,Nov 5,Nov 16,False,Not Rated,"Animation, Action, Adventure, Family, Fantasy",Japanese,N/A,13 Feb 2018,N/A,Kunihiko Yuyama,"Takeshi Shudo (earlier screenplay), Satoshi Tajiri (concept), Shôji Yonemura (screenplay)","Unshô Ishizuka, Rica Matsumoto, Sarah Natochenny, Megumi Hayashibara",98 min,Ash Ketchum from Pallet Town is 10 years old today. This means he is now old enough to become a Pokémon Trainer. Ash dreams big about the adventures he will experience after receiving his first Pokémon from Professor Oak.,tt6595896,6.4,"4,641",N/A
633,Karl Marx City,Bond/360,"$41,072",4,-,-,-,Mar 29,May 4,False,N/A,Documentary,"German, English",3 nominations.,05 Dec 2017,N/A,"Petra Epperlein, Michael Tucker","Petra Epperlein, Michael Tucker","Christa Epperlein, Petra Epperlein, Uwe Epperlein, Volker Epperlein",89 min,A filmmaker journey through the former East Germany looking into her father's 1999 suicide.,tt5952526,6.6,170,73
634,The Settlers,Matson Films,"$37,633",6,-,-,-,Mar 3,-,False,N/A,Documentary,"English, Hebrew, Arabic",4 nominations.,N/A,N/A,Shimon Dotan,"Oron Adar, Shimon Dotan",N/A,107 min,An intimate look at life inside the Jewish settlements in the West Bank.,tt5278914,7.6,167,75
635,Heart Blackened,CJ Entertainment,"$35,943",2,-,-,2,Nov 10,Dec 7,False,Not Rated,"Crime, Drama",Korean,N/A,N/A,N/A,Ji-woo Jung,"Xing Fei, Ji-woo Jung","Min-sik Choi, Shin-Hye Park, Jun-yeol Ryu, Lee Hanee",125 min,"A father goes all out to clear his daughter from any wrong doing in the murder of his fiance. When all evidence points to her, he takes matters into to his own hands to save his daughter and outwit the judiciary system.",tt7609180,6.5,441,N/A
636,Sophie and the Rising Sun,Monterey Media,"$33,760",8,-,-,-,Jan 20,Apr 20,False,R,Drama,English,3 nominations.,21 Feb 2017,"$30,348",Maggie Greenwald,"Maggie Greenwald (screenplay), Augusta Trobaugh (novel)","Julianne Nicholson, Takashi Yamaguchi, Margo Martindale, Diane Ladd",105 min,"Autumn of 1941 in Salty Creek, a fishing village in South Carolina, two interracial lovers are swept up in the tides of history.",tt4532818,6.5,926,55
